league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,3,0,22,2,1,0,,WSH,[],50.0,0,0,-5,1,0,1975-76,,1,12,0,0
NHL,0,0,23,59,17,0,,WSH,[],3.4,2,15,-25,2,0,1976-77,,0,207,2,13
NHL,69,0,24,68,11,0,,WSH,[],2.9,2,9,-19,2,0,1977-78,,0,195,0,9
NHL,64,0,25,69,18,0,,WSH,[],4.3,3,15,-15,3,0,1978-79,,0,147,0,15
NHL,74,1,26,76,22,0,,TOT,[],5.3,4,18,11,4,0,1979-80,,0,205,1,17
NHL,19,0,26,16,6,0,,WSH,[],12.5,2,4,1,2,0,1979-80,,0,53,0,4
NHL,55,1,26,60,16,0,,NYI,[],3.3,2,14,10,2,0,1979-80,,0,152,1,13
NHL,60,1,27,54,12,0,,NYI,[],5.6,2,9,-6,3,1,1980-81,,0,124,0,9
NHL,51,0,28,46,13,0,,NYI,[],0.0,0,13,26,0,0,1981-82,,0,98,0,13
NHL,44,0,29,44,7,0,,NYI,[],6.8,3,4,1,3,0,1982-83,,0,87,0,4
NHL,37,0,30,16,3,0,,NYI,[],0.0,0,3,6,0,0,1983-84,,0,70,0,3
NHL,57,0,31,21,9,0,,NYI,[],4.8,1,8,10,1,0,1984-85,,0,83,1,7
