even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,1,NYI,0,23,22,0,20,NHL,0,6,150,2012-13,6,0.0,,0,1,-4
1,2,NYI,1,8,25,0,36,NHL,0,12,288,2015-16,11,8.3,,0,3,-2
