assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Moose Jaw Warriors,0,2007-08,6,1,6,17,-4,WHL
7,Brandon Wheat Kings,4,2009-10,15,11,23,19,-2,WHL
2,Brandon Wheat Kings,1,2009-10,5,3,11,19,-6,M-Cup
