giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,4,0,19,0,0,4,1,0,0,,TBL,0,0,[],0.0,0,1,-1,0,0,0,1995-96,0,,0,0,0,1
0,NHL,79,1,20,0,0,170,28,0,3,,TBL,0,0,[],8.8,11,13,1,15,0,1,1996-97,0,,3,35,0,10
0,NHL,68,1,21,0,0,156,22,0,2,,TBL,0,0,[],5.1,6,14,-9,8,0,0,1997-98,0,,2,62,0,12
0,NHL,78,2,22,0,0,149,33,0,5,1229,TOT,0,0,[],9.4,9,19,-8,14,0,1,1998-99,0,15:45,4,39,0,14
0,NHL,22,1,22,0,0,40,10,0,1,378,TBL,0,0,[],10.0,3,6,0,4,0,0,1998-99,0,17:10,1,15,0,5
0,NHL,56,1,22,0,0,109,23,0,4,851,PHI,0,0,[],9.2,6,13,-8,10,0,1,1998-99,0,15:12,3,24,0,9
0,NHL,82,7,23,0,0,222,50,0,13,1390,PHI,0,0,"[{'link': '/awards/voting-2000.html#selke', 'name': 'Selke-18'}]",8.1,13,32,1,18,0,0,1999-00,0,16:57,5,56,1,18
0,NHL,71,2,24,0,0,190,54,0,10,1323,PHI,0,0,[],6.8,10,41,12,13,0,0,2000-01,0,18:38,3,50,0,31
0,NHL,80,2,25,0,0,171,62,0,12,1534,PHX,0,0,[],15.8,18,35,18,27,0,3,2001-02,0,19:11,6,36,2,21
0,NHL,82,2,26,0,0,196,52,0,5,1722,PHX,0,0,"[{'link': '/awards/voting-2003.html#selke', 'name': 'Selke-18'}]",10.2,14,32,20,20,0,2,2002-03,0,21:00,4,56,1,26
0,NHL,81,2,27,0,0,174,52,0,7,1711,PHX,0,0,"[{'link': '/awards/voting-2004.html#selke', 'name': 'Selke-34'}]",12.1,16,31,4,21,0,1,2003-04,0,21:07,4,40,1,23
0,NHL,82,7,29,0,0,171,59,0,18,1485,CGY,0,0,[],14.6,14,34,2,25,0,0,2005-06,0,18:07,11,46,2,14
0,NHL,81,6,30,0,0,247,77,0,17,1630,CGY,0,0,"[{'link': '/awards/voting-2007.html#selke', 'name': 'Selke-9'}]",13.4,22,44,23,33,0,1,2006-07,0,20:07,10,44,2,25
43,NHL,80,4,31,460,314,201,65,75,9,1506,CGY,52,43.7,"[{'link': '/awards/voting-2008.html#byng', 'name': 'Byng-14'}, {'link': '/awards/voting-2008.html#selke', 'name': 'Selke-21'}]",14.9,15,35,16,30,357,1,2007-08,37,18:50,14,19,1,25
46,NHL,73,3,32,385,251,161,49,41,12,1255,CGY,43,47.2,[],13.0,17,28,1,21,344,0,2008-09,30,17:11,4,20,0,16
36,NHL,72,2,33,630,227,126,37,80,8,1362,CGY,63,43.6,[],11.1,12,23,2,14,488,1,2009-10,55,18:55,1,30,2,13
4,NHL,4,0,34,20,13,6,1,4,0,59,CGY,5,53.5,[],0.0,0,1,3,0,23,0,2010-11,0,14:46,0,0,0,1
21,NHL,73,1,35,551,198,112,30,87,2,1150,PHX,34,44.5,[],9.8,10,19,-4,11,441,0,2011-12,50,15:45,1,14,1,16
