league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,6,0,24,1,0,0,56,CGY,[],0.0,0,0,1,0,0,1999-00,9:18,0,2,0,0
NHL,2,0,27,1,0,0,29,CBJ,[],0.0,0,0,0,0,0,2002-03,14:31,0,4,0,0
NHL,8,0,28,5,1,0,154,CBJ,[],0.0,0,1,-4,0,0,2003-04,19:14,0,6,0,1
