pim,team,assists,plus_minus,points,league,games_played,year,age,goals
29,Brantford Alexanders,6,0,16,OMJHL,11,1979-80,18,10
10,Brantford Alexanders,5,5,9,OMJHL,6,1980-81,19,4
0,HC Ambri-Piotta,4,0,10,Swiss,5,1990-91,29,6
4,SC Rapperswil-Jona,7,0,13,Swiss-2,7,1992-93,31,6
28,EV Landshut,10,0,27,Germany,18,1994-95,33,17
20,EV Landshut,11,0,17,Germany,11,1995-96,34,6
40,EV Landshut,4,0,10,Germany,7,1996-97,35,6
8,EV Landshut,5,0,10,Germany,6,1997-98,36,5
6,EHC Eisbaren Berlin,4,0,5,Germany,8,1998-99,37,1
6,EHC Eisbaren Berlin,1,0,5,EuroHL,6,1998-99,37,4
2,Schwenninger Wild Wings,7,0,11,Germany,6,2002-03,41,4
