giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,10,0,21,0,0,16,3,0,0,72,FLA,0,0,[],12.5,1,1,2,2,0,0,2005-06,0,7:13,1,2,0,1
0,NHL,10,0,22,0,0,8,1,0,0,69,FLA,0,0,[],0.0,0,1,1,0,0,0,2006-07,0,6:51,0,2,0,1
2,NHL,26,0,23,0,29,21,1,14,0,160,FLA,4,0,[],0.0,0,1,-1,0,0,0,2007-08,5,6:08,0,0,0,1
9,NHL,59,0,24,2,87,56,7,77,0,451,FLA,14,33.3,[],3.6,2,5,-6,2,1,0,2008-09,7,7:39,0,34,1,4
26,NHL,80,2,26,11,231,141,39,97,5,1198,ATL,34,38.9,[],9.9,9,25,-10,14,7,0,2010-11,35,14:58,5,55,0,20
13,NHL,77,1,27,14,105,64,20,92,2,626,CAR,15,17.6,[],14.1,9,11,-2,9,3,0,2011-12,15,8:07,0,30,0,9
