pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Kitchener Greenshirts,4,0,18,OHA-Jr.,8,1924-25,19,14
0,Kitchener Greenshirts,11,0,18,OHA-Jr.,11,1925-26,20,7
4,Kitchener Greenshirts,4,0,11,OHA-Sr.,11,1926-27,21,7
42,Toronto Ravinas,3,0,15,Can-Pro,41,1927-28,22,12
59,Kitchener Flying Dutchmen,4,0,13,Can-Pro,40,1928-29,23,9
49,3 Teams,7,0,25,IHL,42,1929-30,24,18
8,Toronto Millionaires,0,0,3,IHL,11,1929-30,24,3
7,Niagara Falls Cataracts,3,0,9,IHL,12,1929-30,24,6
34,Buffalo Bisons,4,0,13,IHL,19,1929-30,24,9
57,Buffalo Bisons,15,0,28,IHL,47,1930-31,25,13
65,Buffalo Bisons,16,0,40,IHL,48,1931-32,26,24
83,Buffalo Bisons,20,0,50,IHL,42,1932-33,27,30
0,Boston Cubs,1,0,2,Can-Am,3,1933-34,28,1
39,2 Teams,17,0,29,IHL,43,1934-35,29,12
19,Detroit Olympics,6,0,10,IHL,18,1934-35,29,4
20,Buffalo Bisons,11,0,19,IHL,25,1934-35,29,8
30,Cleveland Falcons,10,0,27,IHL,48,1935-36,30,17
2,2 Teams,1,0,1,IAHL,6,1936-37,31,0
0,Buffalo Bisons,1,0,1,IAHL,3,1936-37,31,0
2,Cleveland Barons,0,0,0,IAHL,3,1936-37,31,0
36,Tulsa Oilers,20,0,44,AHA,48,1937-38,32,24
30,Tulsa Oilers,23,0,52,AHA,46,1938-39,33,29
24,Tulsa Oilers,24,0,37,AHA,45,1939-40,34,13
22,St. Paul Saints,20,0,32,AHA,48,1940-41,35,12
33,St. Paul Saints,9,0,17,AHA,50,1941-42,36,8
