power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,2,0,0,NHL,1930-31,20,0,TOR,,0,0,0,0,0,,,0,0
0,0,4,0,NHL,1931-32,21,3,TOR,,1,0,0,0,0,,SC,0,0
0,0,1,0,NHL,1932-33,22,0,TOR,,1,0,0,0,0,,,0,0
0,0,2,0,NHL,1934-35,24,0,MTM,,2,2,0,0,0,,SC,0,0
0,3,1,0,NHL,1935-36,25,0,MTM,,1,0,0,0,0,,,0,0
0,5,3,0,NHL,1936-37,26,1,MTM,,2,2,0,0,0,,,0,0
