shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
14.3,12,2010-11,4,1,209,0,5,36,21,1,2,-3,2,EDM,3,4,33.3,20,0,NHL,0,6,17:25,19,12,6,5,[],1
8.3,8,2011-12,6,3,221,0,5,36,24,0,2,1,3,EDM,2,4,33.3,21,1,NHL,0,11,13:01,36,17,4,5,[],0
4.8,3,2012-13,6,0,243,0,2,48,21,2,0,-8,2,EDM,1,6,25.0,22,0,NHL,0,3,10:34,22,23,1,3,[],1
