league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,39,0,21,0,2,0,,MTL,[],0,0,2,0,0,0,1963-64,,0,18,0,0
NHL,5,0,22,0,1,0,,MTL,[],0,0,1,0,0,0,1964-65,,0,7,0,0
NHL,70,0,23,0,9,0,,DET,[],0,1,7,0,2,1,1965-66,,0,133,0,0
NHL,48,0,24,0,1,0,,DET,[],0,0,1,0,0,0,1966-67,,0,66,0,0
NHL,12,0,25,6,1,0,,MTL,[],0.0,0,1,-3,0,0,1967-68,,0,9,1,0
NHL,68,1,26,73,9,2,,TOT,[],2.7,2,7,-27,2,0,1968-69,,0,132,0,5
NHL,50,1,26,39,5,1,,OAK,[],5.1,2,3,-16,2,0,1968-69,,0,97,0,2
NHL,18,0,26,34,4,1,,PIT,[],0.0,0,4,-11,0,0,1968-69,,0,35,0,3
NHL,61,0,27,61,10,0,,PIT,[],1.6,1,9,-1,1,0,1969-70,,0,189,0,9
NHL,43,0,28,48,8,0,,PIT,[],4.2,2,6,-5,2,0,1970-71,,0,119,0,6
NHL,75,1,29,106,20,1,,PIT,[],2.8,3,17,5,3,0,1971-72,,0,0,0,16
NHL,69,0,30,47,18,0,,PIT,[],2.1,1,17,18,1,0,1972-73,,0,179,1,16
NHL,70,0,31,46,10,0,,TOT,[],2.2,0,9,-13,1,0,1973-74,,1,255,0,9
NHL,38,0,31,27,5,0,,PIT,[],3.7,0,4,-12,1,0,1973-74,,1,137,0,4
NHL,11,0,31,10,1,0,,STL,[],0.0,0,1,0,0,0,1973-74,,0,19,0,1
NHL,21,0,31,9,4,0,,DET,[],0.0,0,4,-1,0,0,1973-74,,0,99,0,4
NHL,70,0,32,68,14,0,,DET,[],1.5,0,13,-29,1,1,1974-75,,0,238,0,13
NHL,79,0,33,88,18,2,,DET,[],0.0,0,18,-20,0,0,1975-76,,0,322,1,15
NHL,70,0,34,58,16,0,,TOT,[],1.7,1,15,-3,1,0,1976-77,,0,130,0,15
NHL,14,0,34,4,1,0,,DET,[],0.0,0,1,2,0,0,1976-77,,0,39,0,1
NHL,56,0,34,54,15,0,,WSH,[],1.9,1,14,-5,1,0,1976-77,,0,91,0,14
NHL,79,0,35,52,14,0,,WSH,[],5.8,2,11,-12,3,1,1977-78,,0,167,0,11
NHL,20,0,36,16,1,0,,WSH,[],0.0,0,1,-7,0,0,1978-79,,0,36,0,1
WHA,21,0,36,9,2,0,,CNS,[],0.0,0,2,-15,0,0,1978-79,,0,56,0,0
