power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
2,17,10,1,NHL,1999-00,19,5,PHI,285,5,2,0,0,34,,,14.7,3
2,6,3,0,NHL,2000-01,20,3,PHI,115,0,0,-2,0,21,,,14.3,1
0,5,0,0,NHL,2001-02,21,0,PHI,96,0,2,-3,0,11,,,0.0,0
0,13,5,1,NHL,2002-03,22,4,PHI,237,1,6,1,1,31,,,12.9,3
0,18,9,1,NHL,2003-04,23,5,PHI,303,4,12,10,0,44,,,11.4,5
1,6,4,0,NHL,2005-06,25,3,PHI,130,1,2,2,0,26,,,11.5,2
1,6,4,1,NHL,2008-09,28,3,PHI,123,1,2,-4,0,19,30,,15.8,1
0,19,12,2,NHL,2009-10,29,9,PHI,334,3,0,-2,0,52,99,,17.3,4
0,15,12,1,NHL,2010-11,30,5,TBL,238,7,4,6,0,21,50,,23.8,5
0,4,0,0,NHL,2011-12,31,0,LAK,32,0,2,-1,0,5,8,SC,0.0,0
