year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1993-94,18,25,0,20,0,High-MI,25,Brother Rice High School,45
1994-95,19,21,30,21,0,NAHL,40,Detroit Compuware Ambassadors,42
1995-96,20,8,37,7,0,CCHA,35,University of Michigan,15
1996-97,21,6,58,7,0,CCHA,38,University of Michigan,13
1997-98,22,10,102,14,0,CCHA,46,University of Michigan,24
1998-99,23,15,80,8,0,CCHA,41,University of Michigan,23
1999-00,24,14,68,15,-18,IHL,78,Detroit Vipers,29
2000-01,25,6,52,6,-31,IHL,65,Detroit Vipers,12
