age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,0.0,0,10,3,NHL,14,0,1993-94,0,23,0,,0,8,,SJS,10
22,,20.0,2,2,-13,NHL,11,0,1994-95,0,15,3,,1,6,,SJS,5
23,SC,9.6,3,14,5,NHL,0,0,1995-96,1,52,5,,2,16,,COL,19
24,,10.3,2,13,-1,NHL,17,0,1996-97,1,39,4,,2,24,,COL,17
25,,0.0,0,7,-3,NHL,7,0,1997-98,0,19,0,,0,14,,COL,7
26,,7.1,1,8,-5,NHL,19,0,1998-99,1,56,4,426,3,22,,COL,12
27,,11.9,2,5,1,NHL,17,0,1999-00,1,42,5,316,3,20,,COL,10
28,,0.0,0,2,-2,NHL,6,0,2000-01,0,4,0,114,0,5,,CAR,2
30,,5.1,2,6,8,NHL,21,0,2002-03,1,39,2,496,0,10,,MDA,8
33,,0.0,0,0,-3,NHL,3,0,2005-06,0,9,0,64,0,6,,NYR,0
