even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,1,CNS,0,4,23,0,,WHA,0,0,,1976-77,4,0,,0,1,1
0,4,CNS,2,0,25,0,,WHA,0,0,,1978-79,3,0,,0,6,1
2,0,CGY,3,5,27,1,,NHL,0,15,,1980-81,16,20.0,,1,3,0
0,0,CGY,0,0,28,0,,NHL,0,3,,1981-82,3,0.0,,0,0,-3
0,2,CGY,0,6,29,0,,NHL,0,15,,1982-83,9,0.0,,0,2,-5
