shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
11.7,1976-77,6,0,,0,60,0,6,11,19,CNS,7,23,0,WHA,0,,46,26,[],1
18.2,1977-78,17,0,,0,132,0,21,20,43,CNS,24,24,0,WHA,0,,80,67,[],3
16.4,1978-79,45,0,,0,183,0,20,8,40,CNS,30,25,0,WHA,1,,0,70,[],9
15.3,1979-80,6,19,,0,124,1,18,-13,20,QUE,19,26,3,NHL,1,,80,39,[],0
21.4,1980-81,26,29,,1,117,1,20,-7,31,TOT,25,27,1,NHL,0,,79,56,[],5
22.1,1980-81,15,20,,1,86,1,14,-4,22,QUE,19,27,1,NHL,0,,50,41,[],5
19.4,1980-81,11,9,,0,31,0,6,-3,9,CGY,6,27,0,NHL,0,,29,15,[],0
14.2,1981-82,35,24,,1,113,0,14,1,25,CGY,16,28,1,NHL,2,,80,41,[],0
17.5,1982-83,17,18,,1,80,0,12,-5,19,CGY,14,29,0,NHL,1,,79,33,[],1
5.6,1983-84,2,8,,0,18,0,1,0,8,CGY,1,30,1,NHL,0,,27,9,[],0
