bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
1,0,[],0,2.71,0,210,NHL,4,24,.667,192,0,0,6,0,18,.914,2015-16,NYI,2,1.2,0,1,3,7,399
2,0,[],0,3.42,0,271,NHL,3,25,.429,241,0,0,7,0,30,.889,2016-17,NYI,2,0.8,0,2,3,14,527
