assists,team,goals,year,games_played,points,pim,age,plus_minus,league
54,Surrey Wolves,54,1994-95,70,108,200,16,0,Minor-BC
0,Tacoma Rockets,0,1994-95,2,0,0,16,0,WHL
5,Kelowna Rockets,4,1995-96,69,9,76,17,0,WHL
26,Kelowna Rockets,17,1996-97,70,43,84,18,9,WHL
30,Kelowna Rockets,10,1997-98,47,40,70,19,2,WHL
30,Kelowna Rockets,15,1998-99,47,45,92,20,-7,WHL
0,Kentucky Thoroughblades,0,1998-99,2,0,2,20,0,AHL
12,Kentucky Thoroughblades,5,1999-00,41,17,40,21,14,AHL
1,Canada,0,2004-05,5,1,4,26,3,W-Cup
0,Canada,0,2004-05,9,0,8,26,0,WC-A
