goals_allowed_precentage,goalie_point_share,goals_saved_aboved_average,bad_start,year,awards,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0.2,0,0,2013-14,[],0,35,0,0,0,11,11,0,OTT,0,0,0,0.00,25,NHL,1.000,0,1,0,0,0
70,6.5,18.34,1,2014-15,"[{'link': '/awards/voting-2015.html#hart', 'name': 'Hart-15'}, {'link': '/awards/voting-2015.html#vezina', 'name': 'Vezina-7'}]",42,1411,2,0,18,665,707,1,OTT,3,0,23,1.79,26,NHL,.941,.783,24,1,20,1
101,4.2,-0.38,1,2015-16,[],61,1382,4,2,13,651,712,0,OTT,1,0,21,2.65,27,NHL,.914,.619,24,0,7,11
0,-0.3,0,3,2016-17,[],14,206,0,0,1,72,86,0,OTT,0,0,4,4.08,28,NHL,.837,.250,6,0,0,2
