pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Yorkton Terriers,0,0,0,M-Cup,2,1932-33,18,0
0,Melville-Yorkton,0,0,0,Al-Cup,1,1934-35,20,0
4,Yorkton Terriers,1,0,1,S-SSHL,3,1935-36,21,0
6,Yorkton Terriers,4,0,5,S-SSHL,7,1936-37,22,1
0,Yorkton Terriers,2,0,5,S-SSHL,5,1937-38,23,3
8,Yorkton Terriers,0,0,3,SSHL,5,1939-40,25,3
2,Yorkton Terriers,5,0,8,SSHL,8,1940-41,26,3
0,Yorkton Legionnaires,2,0,3,SIHA,5,1946-47,32,1
4,Yorkton Legionnaires,0,0,0,SIHA,4,1947-48,33,0
11,Yorkton Legionnaires,6,0,10,SIHA,8,1949-50,35,4
2,Yorkton Legionnaires,3,0,9,S-SSHL,5,1950-51,36,6
2,Yorkton Legionnaires,3,0,3,Al-Cup,4,1950-51,36,0
