shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
5.3,1985-86,115,9,,0,19,0,1,-3,9,BUF,1,19,0,NHL,0,,37,10,[],0
25.0,1986-87,19,1,,0,4,0,1,3,1,BUF,1,20,0,NHL,0,,6,2,[],0
0.0,1987-88,115,3,,0,26,0,0,6,3,BUF,0,21,0,NHL,0,,30,3,[],0
0.0,1988-89,66,1,,0,9,0,0,-1,1,BUF,0,22,0,NHL,0,,16,1,[],0
0.0,1989-90,56,4,,0,19,0,0,4,4,LAK,0,23,0,NHL,0,,20,4,[],0
4.0,1990-91,133,3,,0,25,0,1,8,3,LAK,1,24,0,NHL,0,,34,4,[],0
8.3,1991-92,145,3,,0,36,0,3,-9,3,TOR,3,25,0,NHL,0,,46,6,[],0
2.9,1993-94,93,4,,0,35,0,1,-1,4,DET,1,27,0,NHL,0,,28,5,[],0
4.0,1994-95,46,4,,0,25,0,1,-10,4,TOT,1,28,0,NHL,0,,31,5,[],0
0,1994-95,6,1,,0,0,0,0,2,1,DET,0,28,0,NHL,0,,4,1,[],0
4.0,1994-95,40,3,,0,25,0,1,-12,3,TBL,1,28,0,NHL,0,,27,4,[],0
0.0,1995-96,37,0,,0,2,0,0,-4,0,TOT,0,29,0,NHL,0,,8,0,[],0
0,1995-96,7,0,,0,0,0,0,-1,0,TBL,0,29,0,NHL,0,,3,0,[],0
0.0,1995-96,30,0,,0,2,0,0,-3,0,NYI,0,29,0,NHL,0,,5,0,[],0
