age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,16.7,3,2,3,NHL,16,0,1973-74,0,18,3,,0,24,,BOS,5
21,,10.0,1,1,4,NHL,3,0,1974-75,1,10,1,,0,2,,BOS,2
22,,6.3,1,4,-5,NHL,12,0,1975-76,0,16,1,,0,9,,BOS,5
23,,0.0,0,1,-1,NHL,6,0,1976-77,0,13,0,,0,2,,BUF,1
24,,0.0,0,0,0,NHL,6,0,1977-78,0,5,0,,0,4,,BUF,0
25,,0.0,0,2,2,NHL,3,0,1978-79,0,5,0,,0,2,,BUF,2
26,,12.5,1,1,-1,NHL,8,0,1979-80,0,8,1,,0,2,,BUF,2
27,,21.1,3,2,3,NHL,8,0,1980-81,0,19,4,,1,17,,BUF,6
28,,0.0,0,1,-1,NHL,4,0,1981-82,0,8,0,,0,5,,BUF,1
29,,0.0,0,4,0,NHL,10,0,1982-83,0,11,0,,0,8,,BUF,4
30,,13.6,1,0,-2,NHL,9,0,1983-84,1,22,3,,0,2,,QUE,3
