assists,team,goals,year,games_played,points,pim,age,plus_minus,league
42,Cowichan Valley Capitals,32,1980-81,39,74,26,15,0,BCJHL
0,Spokane Flyers,0,1980-81,2,0,0,15,0,WHL
75,Cowichan Valley Capitals,45,1981-82,46,120,30,16,0,BCJHL
74,Prince Albert Raiders,56,1982-83,72,130,66,17,0,WHL
119,Prince Albert Raiders,62,1983-84,66,181,65,18,0,WHL
4,Canada,1,1983-84,7,5,4,18,0,WJC-A
112,Prince Albert Raiders,70,1984-85,64,182,86,19,0,WHL
2,Canada,5,1984-85,7,7,0,19,0,WJC-A
16,St. Catharines Saints,13,1985-86,22,29,15,20,0,AHL
12,Newmarket Saints,7,1986-87,20,19,16,21,0,AHL
18,Fredericton Express,8,1987-88,13,26,16,22,0,AHL
55,Milwaukee Admirals,27,1988-89,47,82,47,23,0,IHL
1,EHC Lustenau,1,1989-90,2,2,0,24,0,Austria
22,HC Fribourg-Gotteron,17,1989-90,36,39,0,24,0,Swiss
17,EC Hedos Munchen,10,1990-91,22,27,12,25,0,Germany
22,EC Hedos Munchen,24,1991-92,44,46,31,26,0,Germany
1,HC Ajoie,1,1991-92,1,2,0,26,0,Swiss-2
39,SC Langnau,33,1992-93,36,72,35,27,0,Swiss-2
7,SC Langnau,6,1993-94,8,13,6,28,0,Swiss-3
27,HC Davos,23,1994-95,35,50,32,29,0,Swiss
32,HC Davos,16,1995-96,33,48,59,30,0,Swiss
32,HC Davos,29,1996-97,46,61,69,31,0,Swiss
29,HC Davos,11,1997-98,28,40,18,32,0,Swiss
39,ZSC Lions Zurich,10,1998-99,43,49,42,33,0,Swiss
4,Canada,2,1998-99,3,6,0,33,0,Nat-Tm
30,ZSC Lions Zurich,11,1999-00,40,41,64,34,0,Swiss
16,ZSC Lions Zurich,6,2000-01,35,22,50,35,0,Swiss
19,ZSC Lions Zurich,12,2001-02,41,31,55,36,0,Swiss
12,ZSC Lions Zurich,10,2002-03,41,22,36,37,0,Swiss
14,EHC Basel,6,2003-04,37,20,26,38,0,Swiss
0,HC Fribourg-Gotteron,0,2004-05,3,0,0,39,0,Swiss
