assists,team,goals,year,games_played,points,pim,age,plus_minus,league
3,Prince Albert Raiders,5,1983-84,5,8,7,18,0,WHL
26,Prince Albert Raiders,10,1984-85,13,36,32,19,0,WHL
13,Prince Albert Raiders,1,1984-85,5,14,6,19,0,M-Cup
9,St. Catharines Saints,3,1985-86,13,12,14,20,0,AHL
7,Milwaukee Admirals,6,1988-89,11,13,10,23,0,IHL
0,HC Fribourg-Gotteron,4,1989-90,3,4,0,24,0,Swiss
0,EC Hedos Munchen,1,1990-91,4,1,11,25,0,Germany
5,EC Hedos Munchen,4,1991-92,6,9,6,26,0,Germany
5,SC Langnau,3,1992-93,5,8,20,27,0,Swiss-2
2,HC Davos,1,1994-95,5,3,4,29,0,Swiss
4,HC Davos,3,1995-96,5,7,2,30,0,Swiss
3,HC Davos,2,1996-97,6,5,2,31,0,Swiss
7,ZSC Lions Zurich,2,1998-99,7,9,6,33,0,Swiss
5,ZSC Lions Zurich,3,1999-00,15,8,10,34,0,Swiss
7,ZSC Lions Zurich,2,2000-01,12,9,20,35,0,Swiss
6,ZSC Lions Zurich,2,2001-02,16,8,49,36,0,Swiss
2,ZSC Lions Zurich,0,2002-03,10,2,6,37,0,Swiss
1,HC Fribourg-Gotteron,1,2004-05,9,2,12,39,0,Swiss
