pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,St. Michael\'s Majors,1,0,1,OHA-Jr.,6,1926-27,16,0
0,St. Michael\'s Majors,6,0,13,OHA-Jr.,6,1927-28,17,7
0,St. Michael\'s Majors,1,0,1,OHA-Jr.,2,1928-29,18,0
18,St. Michael\'s Majors,12,0,20,M-Cup,13,1928-29,18,8
2,Toronto Nationals,0,0,0,OHA-Sr.,2,1929-30,19,0
0,New Haven Eagles,1,0,2,Can-Am,2,1931-32,21,1
12,Buffalo Bisons,1,0,1,IHL,6,1933-34,23,0
0,Syracuse Stars,0,0,2,IHL,2,1935-36,25,2
19,Syracuse Stars,4,0,6,IAHL,9,1936-37,26,2
0,Syracuse Stars,3,0,5,IAHL,8,1937-38,27,2
0,Syracuse Stars,1,0,2,IAHL,3,1938-39,28,1
4,Pittsburgh Hornets,0,0,2,AHL,6,1940-41,30,2
