year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1999-00,15,4,0,8,0,Exhib.,7,Thunder Bay Kings,12
2000-01,16,19,23,30,17,OHL,63,Peterborough Petes,49
2001-02,17,23,40,39,8,OHL,56,Peterborough Petes,62
2001-02,17,2,4,5,-6,WJ18-A,8,Canada,7
2002-03,18,39,36,59,20,OHL,66,Peterborough Petes,98
2004-05,20,26,88,51,37,AHL,77,Lowell Lock Monsters,77
2006-07,22,5,6,5,6,WC-A,9,Canada,10
2007-08,23,4,6,3,5,WC-A,8,Canada,7
2009-10,25,1,6,5,6,Olympics,7,Canada,6
2012-13,28,0,4,3,0,WC-A,8,Canada,3
