pim,team,assists,plus_minus,points,league,games_played,year,age,goals
24,North Bay Centennials,3,0,8,OHL,9,1988-89,18,5
17,North Bay Centennials,2,0,3,OHL,5,1989-90,19,1
10,Milwaukee Admirals,2,0,3,IHL,5,1990-91,20,1
20,Milwaukee Admirals,0,0,2,IHL,5,1991-92,21,2
