assists,team,goals,year,games_played,points,pim,age,plus_minus,league
9,Hamilton Red Wings,13,1972-73,53,22,65,17,0,OHA-Jr.
28,Hamilton Red Wings,30,1973-74,67,58,63,18,0,OHA-Jr.
34,Hamilton Fincups,27,1974-75,66,61,95,19,0,OMJHL
6,Providence Reds,2,1975-76,31,8,30,20,0,AHL
3,Port Huron Flags,2,1975-76,9,5,2,20,0,IHL
0,New Haven Nighthawks,2,1976-77,4,2,2,21,0,AHL
24,2 Teams,13,1976-77,39,37,69,21,0,SHL
16,Richmond Wildcats,8,1976-77,28,24,65,21,0,SHL
8,Charlotte Checkers,5,1976-77,11,13,4,21,0,SHL
17,New Haven Nighthawks,18,1977-78,68,35,40,22,0,AHL
40,New Haven Nighthawks,23,1978-79,76,63,75,23,0,AHL
23,Fort Wayne Komets,21,1979-80,51,44,34,24,0,IHL
15,Springfield Indians,15,1980-81,74,30,65,25,0,AHL
18,2 Teams,12,1982-83,36,30,22,27,0,ACHL
13,Hampton Roads Gulls,9,1982-83,19,22,16,27,0,ACHL
5,Virginia Raiders,3,1982-83,17,8,6,27,0,ACHL
0,New Haven Nighthawks,0,1985-86,2,0,0,30,0,AHL
