pim,team,assists,plus_minus,points,league,games_played,year,age,goals
16,Vastra Frolunda HC Goteborg Jr.,5,0,7,Swe-Jr.,26,1996-97,16,2
2,Sweden,0,0,0,EJC-A,4,1996-97,16,0
2,Vastra Frolunda HC Goteborg U18,1,0,5,Swe-U18,4,1997-98,17,4
12,Vastra Frolunda HC Goteborg Jr.,14,0,19,Swe-Jr.,28,1997-98,17,5
2,Sweden,6,0,8,EJC-A,6,1997-98,17,2
4,Vastra Frolunda HC Goteborg Jr.,2,0,2,Swe-Jr.,4,1998-99,18,0
4,Vastra Frolunda HC Goteborg,4,0,4,Sweden,49,1998-99,18,0
0,Sweden,3,0,3,WJC-A,6,1998-99,18,0
0,Vastra Frolunda HC Goteborg Jr.,1,0,2,Swe-Jr.,5,1999-00,19,1
8,Gislaveds SK,2,0,7,Sweden-2,21,1999-00,19,5
6,Sweden,1,8,2,WJC-A,7,1999-00,19,1
14,Vastra Frolunda HC Goteborg,0,0,1,Sweden,27,1999-00,19,1
32,Vastra Frolunda HC Goteborg,10,0,11,Sweden,50,2000-01,20,1
38,Vastra Frolunda HC Goteborg,4,0,11,Sweden,44,2001-02,21,7
66,Worcester IceCats,19,-2,27,AHL,72,2002-03,22,8
2,Worcester IceCats,2,3,3,AHL,4,2003-04,23,1
6,Sweden,1,1,2,WC-A,9,2003-04,23,1
40,Frolunda HC Goteborg,15,29,19,Sweden,50,2004-05,24,4
6,Sweden,1,0,2,WC-A,9,2004-05,24,1
6,Sweden,2,-1,3,Olympics,8,2005-06,25,1
46,Frolunda HC Goteborg,18,11,28,Sweden,47,2009-10,29,10
10,Sweden,3,4,3,WC-A,9,2009-10,29,0
8,Frolunda HC Goteborg,13,0,17,Sweden,21,2010-11,30,4
48,Frolunda HC Goteborg,16,0,27,Sweden,55,2011-12,31,11
36,Frolunda HC Goteborg,15,0,22,Sweden,54,2012-13,32,7
