giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,1,0,20,0,0,1,0,0,0,12,DET,0,0,[],0.0,0,0,0,0,0,0,2005-06,0,11:37,0,0,0,0
0,NHL,6,0,21,0,0,7,1,0,0,69,DET,0,0,[],14.3,1,0,0,1,0,0,2006-07,0,11:26,0,0,0,0
4,NHL,6,0,22,0,10,5,0,12,0,84,DET,1,0,[],0.0,0,0,-3,0,0,0,2007-08,7,13:58,0,4,0,0
53,NHL,72,2,23,0,360,150,38,116,25,1511,LAK,17,0,[],2.7,2,34,-5,4,0,0,2008-09,75,20:59,2,63,1,8
52,NHL,79,0,24,1,311,139,29,115,10,1865,COL,47,0.0,[],4.3,5,23,9,6,0,0,2009-10,143,23:37,1,76,1,12
7,NHL,21,0,25,0,73,39,1,28,0,411,COL,6,0,[],0.0,0,1,-5,0,0,0,2010-11,26,19:35,0,18,0,1
35,NHL,72,1,26,1,336,168,26,101,6,1574,TOT,24,0.0,[],4.2,3,19,-1,7,0,0,2011-12,94,21:52,4,89,2,11
29,NHL,54,1,26,1,269,131,23,68,6,1207,COL,22,0.0,[],3.8,2,18,-1,5,0,0,2011-12,70,22:21,3,60,2,10
6,NHL,18,0,26,0,67,37,3,33,0,367,DET,2,0,[],5.4,1,1,0,2,0,0,2011-12,24,20:22,1,29,0,1
18,NHL,36,0,27,0,102,36,3,29,1,692,DET,6,0,[],2.8,1,2,7,1,0,0,2012-13,46,19:13,0,18,0,1
39,NHL,82,1,28,0,213,106,13,88,0,1706,DET,31,0,[],3.8,4,9,-5,4,0,0,2013-14,109,20:48,0,88,0,9
24,NHL,73,0,29,0,217,90,18,104,0,1422,DET,15,0,[],3.3,3,15,10,3,0,0,2014-15,82,19:29,0,77,1,14
26,NHL,47,2,30,0,113,62,11,49,0,929,DET,8,0,[],6.5,4,7,1,4,0,0,2015-16,62,19:46,0,36,0,7
37,NHL,73,0,31,0,163,79,15,95,0,1306,TOT,19,0,[],7.6,6,9,4,6,0,0,2016-17,96,17:54,0,51,0,9
25,NHL,53,0,31,0,123,61,12,71,0,988,NJD,13,0,[],6.6,4,8,4,4,0,0,2016-17,70,18:38,0,39,0,8
12,NHL,20,0,31,0,40,18,3,24,0,318,CBJ,6,0,[],11.1,2,1,0,2,0,0,2016-17,26,15:55,0,12,0,1
