year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1995-96,17,4,0,5,0,ON-Jr.A,18,Thornhill Rattlers,9
1996-97,18,10,2,11,0,ON-Jr.A,13,Thornhill Rattlers,21
2001-02,23,0,6,1,0,AHL,8,Hershey Bears,1
2002-03,24,0,4,1,2,AHL,5,Hershey Bears,1
