year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1984-85,17,11,311,41,0,AJHL,55,Fort Saskatchewan Traders,52
1985-86,18,2,111,7,0,WHL,57,Kamloops Blazers,9
1986-87,19,5,106,27,0,WHL,68,Kamloops Blazers,32
1987-88,20,2,179,7,0,AHL,73,Utica Devils,9
1987-88,20,0,4,0,0,IHL,3,Flint Spirits,0
1988-89,21,4,101,14,0,AHL,74,Utica Devils,18
1989-90,22,6,164,18,0,AHL,74,Utica Devils,24
1990-91,23,4,81,9,0,AHL,52,Utica Devils,13
1991-92,24,10,138,42,0,AHL,74,Halifax Citadels,52
1992-93,25,5,184,25,0,AHL,67,Binghamton Rangers,30
1993-94,26,0,0,0,0,IHL,1,Milwaukee Admirals,0
1994-95,27,2,182,14,0,IHL,66,2 Teams,16
1994-95,27,2,176,14,0,IHL,63,Milwaukee Admirals,16
1994-95,27,0,6,0,0,IHL,3,Kalamazoo Wings,0
1995-96,28,6,99,16,0,IHL,65,Cincinnati Cyclones,22
1996-97,29,1,141,9,0,IHL,74,Cincinnati Cyclones,10
1997-98,30,6,99,16,0,Germany,47,Dusseldorfer EG,22
1998-99,31,5,101,9,0,Germany,43,Schwenninger Wild Wings,14
