pim,team,assists,plus_minus,points,league,games_played,year,age,goals
10,Dubuque Fighting Saints,5,0,12,USHL,8,1990-91,18,7
16,Waterloo Black Hawks,5,0,13,USHL,4,1991-92,19,8
51,Binghamton Rangers,3,0,7,AHL,11,1994-95,22,4
22,Binghamton Rangers,6,0,7,AHL,4,1995-96,23,1
18,Binghamton Rangers,1,0,4,AHL,4,1996-97,24,3
59,Hartford Wolf Pack,6,0,14,AHL,15,1997-98,25,8
38,Providence Bruins,12,0,21,AHL,19,1998-99,26,9
14,Providence Bruins,7,0,12,AHL,13,1999-00,27,5
34,Providence Bruins,5,0,9,AHL,17,2000-01,28,4
16,Portland Pirates,2,-1,2,AHL,3,2002-03,30,0
48,DEG Metro Stars Dusseldorf,4,0,6,Germany,13,2005-06,33,2
12,Las Vegas Wranglers,13,0,21,ECHL,20,2007-08,35,8
