bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,0,[],0,1.62,0,66,NHL,0,25,0,62,0,0,0,0,4,.939,2001-02,EDM,0,0.6,0,0,2,4,148
0,1,[],0,2.42,1.41,959,NHL,0,27,0,875,17,0,0,98,84,.912,2003-04,EDM,14,6.0,0,4,17,38,2086
0,1,[],0,2.80,-7.56,359,NHL,0,29,0,316,2,0,0,121,43,.880,2005-06,EDM,5,1.4,0,1,8,18,922
0,0,[],0,3.34,-8.73,330,NHL,0,30,0,290,2,0,0,128,40,.879,2006-07,TOT,5,1.1,0,2,3,16,718
0,0,[],0,3.30,0,210,NHL,0,30,0,183,0,0,0,0,27,.871,2006-07,CBJ,3,0.5,0,2,2,11,491
0,0,[],0,3.44,0,120,NHL,0,30,0,107,2,0,0,0,13,.892,2006-07,BUF,2,0.6,0,0,1,5,227
5,2,"[{'link': '/awards/voting-2008.html#AS', 'name': 'AS-11'}]",1,2.51,14.02,1013,NHL,17,31,.567,935,4,0,30,85,78,.923,2007-08,PIT,8,7.9,1,5,18,33,1866
6,6,[],0,2.51,0.53,1033,NHL,18,32,.500,939,4,0,36,99,94,.909,2008-09,DET,11,6.2,0,2,25,40,2246
2,4,[],1,2.48,7.79,764,NHL,13,33,.619,704,4,0,21,89,60,.921,2009-10,STL,10,5.5,1,2,10,26,1451
7,2,[],0,3.22,-18.30,582,NHL,6,34,.300,513,4,0,20,136,69,.881,2010-11,STL,8,1.3,0,4,8,25,1285
4,1,[],1,3.28,-11.32,378,NHL,5,35,.385,334,0,0,13,135,44,.884,2011-12,DET,6,0.9,1,1,5,15,805
