goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1979-80,123,1850,0,0,0,0,0,0,Pickering Panthers,0,0,0,3.99,17,ON-Jr.B,0,0,31,0,0,0
0,0,0,1980-81,120,2080,0,0,0,0,0,0,Pickering Panthers,1,0,0,3.46,18,ON-Jr.B,0,0,35,0,0,0
0,0,0,1981-82,116,1569,1,0,0,0,0,0,Western Michigan University,0,0,0,4.44,19,CCHA,0,0,27,0,7,19
0,0,0,1982-83,116,1732,2,0,0,0,0,0,Western Michigan University,0,0,0,4.02,20,CCHA,0,0,30,0,8,19
0,0,0,1983-84,146,2241,3,0,0,0,0,0,Western Michigan University,0,0,0,3.91,21,CCHA,0,0,38,0,19,16
0,0,0,1984-85,118,2171,2,0,0,0,0,0,Western Michigan University,0,0,0,3.26,22,CCHA,0,0,37,0,21,14
0,0,0,1985-86,28,402,0,0,0,0,0,0,Toledo Goaldiggers,0,0,0,4.18,23,IHL,0,0,7,0,0,0
0,0,0,1985-86,160,2410,4,0,0,0,0,0,New Haven Nighthawks,0,0,0,3.98,23,AHL,0,0,43,0,21,15
0,0,0,1986-87,173,2828,0,0,0,0,0,0,New Haven Nighthawks,1,0,0,3.67,24,AHL,0,0,47,0,21,15
0,0,0,1998-99,33,597,1,2,0,265,298,1,Chicago Wolves,0,0,0,3.32,36,IHL,.889,0,10,1,6,3
