goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,won,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
119,-3.25,0,1987-88,20,,240,0,4,0,108,128,0,LAK,0,0,0,5.00,25,NHL,.844,0,4,0,1,3
0,0,0,1988-89,6,,97,0,2,0,53,59,0,LAK,0,0,0,3.71,26,NHL,.898,0,3,0,0,1
0,0,0,1989-90,9,,166,0,0,0,70,79,1,NYI,0,0,0,3.25,27,NHL,.886,0,4,1,1,2
108,-4.39,0,1992-93,59,,1109,0,0,0,465,524,3,NYI,0,0,0,3.19,30,NHL,.887,0,18,3,9,8
0,0,0,1993-94,1,SC,68,0,0,0,16,17,0,NYR,0,0,0,0.88,31,NHL,.941,0,2,0,0,0
130,-3.00,0,1994-95,13,,230,0,0,0,80,93,0,NYR,0,0,0,3.39,32,NHL,.860,0,5,0,2,1
0,0,0,1998-99,0,,20,0,0,0,5,5,0,TOR,0,0,0,0.00,36,NHL,1.000,0,1,0,0,0
