pim,team,assists,plus_minus,points,league,games_played,year,age,goals
26,Kitchener Rangers,15,0,17,OHA-Jr.,45,1965-66,20,2
39,Johnstown/Knoxville,20,0,37,EHL,67,1966-67,21,17
36,Collingwood Kings,32,0,49,OHA-Sr.,40,1967-68,22,17
16,Collingwood Kings,32,0,62,OHA-Sr.,39,1968-69,23,30
24,Orillia Terriers,5,0,28,OHA-Sr.,27,1969-70,24,23
48,Orillia Terriers,25,0,51,OHA-Sr.,37,1970-71,25,26
42,Orillia Terriers,28,0,41,OHA-Sr.,41,1971-72,26,13
40,Orillia Terriers,29,0,46,OHA-Sr.,38,1972-73,27,17
9,Tulsa Oilers,1,0,6,CHL,5,1972-73,27,5
34,Oklahoma City Blazers,37,0,60,CHL,72,1973-74,28,23
14,Oklahoma City Blazers,17,0,25,CHL,33,1974-75,29,8
22,Oklahoma City Blazers,31,0,56,CHL,43,1975-76,30,25
22,Tulsa Oilers,42,0,56,CHL,46,1977-78,32,14
0,Dallas Black Hawks,2,0,3,CHL,7,1978-79,33,1
96,VfL Bad Nauheim,18,0,50,W.German,44,1979-80,34,32
48,VfL Bad Nauheim,18,0,34,W.German,38,1980-81,35,16
