year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1994-95,15,66,40,93,0,Minor-BC,56,Abbotsford Hawks,159
1995-96,16,13,28,31,0,WHL,70,Calgary Hitmen,44
1996-97,17,30,61,36,-32,WHL,72,Calgary Hitmen,66
1997-98,18,53,64,49,23,WHL,72,Calgary Hitmen,102
1998-99,19,60,96,58,55,WHL,71,Calgary Hitmen,118
1999-00,20,48,84,72,53,WHL,72,Calgary Hitmen,120
2000-01,21,11,30,19,2,AHL,71,Syracuse Crunch,30
2001-02,22,25,51,24,4,AHL,64,Syracuse Crunch,49
2002-03,23,12,22,19,-4,AHL,47,Syracuse Crunch,31
2003-04,24,24,44,35,1,AHL,72,Syracuse Crunch,59
2004-05,25,26,70,46,0,AHL,80,Syracuse Crunch,72
2005-06,26,4,18,4,0,Swiss,18,SCL Tigers Langnau,8
2006-07,27,25,52,47,6,AHL,69,Manitoba Moose,72
2007-08,28,22,44,55,19,AHL,74,Manitoba Moose,77
2008-09,29,11,28,31,0,Sweden,55,Skelleftea AIK,42
2009-10,30,14,32,26,0,Sweden,55,Skelleftea AIK,40
2010-11,31,20,40,52,1,AHL,79,Oklahoma City Barons,72
2011-12,32,9,22,28,0,Sweden,55,Vaxjo Lakers HC,37
2012-13,33,5,24,3,0,Sweden,37,Vaxjo Lakers HC,8
2012-13,33,5,8,10,0,Finland,14,SaiPa Lappeenranta,15
