shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
14.3,1981-82,2,2,,1,7,0,0,5,3,EDM,1,18,0,NHL,0,,7,4,[],1
15.8,1982-83,14,10,,0,19,0,3,14,10,EDM,3,19,0,NHL,0,,32,13,[],0
16.7,1983-84,6,0,,0,6,0,1,-3,0,EDM,1,20,0,NHL,0,,9,1,[],0
16.7,1984-85,4,2,,0,30,1,3,-2,3,EDM,5,21,0,NHL,0,,26,8,[],2
25.0,1985-86,0,2,,0,8,1,1,-2,3,MNS,2,22,0,NHL,0,,6,5,[],1
14.3,1986-87,2,0,,0,14,0,1,-6,0,MNS,2,23,0,NHL,0,,15,2,[],1
9.1,1987-88,6,9,,1,44,1,1,-4,11,MNS,4,24,0,NHL,0,,16,15,[],3
12.6,1988-89,40,12,,2,182,17,13,2,31,MNS,23,25,3,NHL,3,,76,54,[],7
13.2,1989-90,33,9,,1,114,1,15,1,11,DET,15,26,0,NHL,0,,66,26,[],0
16.7,1990-91,22,5,,0,54,3,5,-10,8,DET,9,27,1,NHL,4,,46,17,[],0
11.7,1991-92,42,6,,0,60,5,5,-11,11,CGY,7,28,2,NHL,0,,46,18,[],2
