league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,0,0,21,81,25,5,,MTL,[],0.0,0,25,4,0,0,1982-83,,0,59,0,20
NHL,0,1,22,116,25,1,,MTL,[],6.0,7,18,-10,7,0,1983-84,,0,52,0,17
NHL,72,0,23,73,19,1,,MTL,[],6.8,4,14,5,5,0,1984-85,,1,90,1,12
NHL,69,0,24,58,6,0,,MTL,[],3.4,2,4,7,2,0,1985-86,,0,63,0,4
NHL,75,0,25,55,16,0,,MTL,[],7.3,4,12,3,4,0,1986-87,,0,105,0,12
NHL,74,0,26,82,14,0,,MTL,[],4.9,4,10,17,4,0,1987-88,,0,69,1,9
NHL,74,1,27,83,16,1,,MTL,"[{'link': '/awards/voting-1989.html#AS', 'name': 'AS-16'}, {'link': '/awards/voting-1989.html#norris', 'name': 'Norris-13'}]",3.6,2,13,33,3,1,1988-89,,0,73,0,12
NHL,73,0,28,49,16,0,,MTL,"[{'link': '/awards/voting-1990.html#AS', 'name': 'AS-12'}, {'link': '/awards/voting-1990.html#norris', 'name': 'Norris-10'}]",2.0,1,15,24,1,0,1989-90,,0,108,0,15
NHL,75,0,29,46,9,0,,NYI,[],2.2,1,8,-24,1,0,1990-91,,0,77,0,8
NHL,73,0,30,51,11,0,,MNS,[],3.9,2,9,0,2,0,1991-92,,0,54,0,9
NHL,78,0,31,66,11,0,,MNS,[],1.5,1,10,1,1,0,1992-93,,0,153,1,9
NHL,84,0,32,65,14,0,,DAL,[],1.5,0,13,-1,1,0,1993-94,,1,123,1,12
NHL,47,0,33,55,9,0,,DAL,[],3.6,2,7,-6,2,0,1994-95,,0,61,0,7
NHL,65,0,34,47,3,0,,DAL,[],2.1,1,2,-17,1,0,1995-96,,0,70,0,2
NHL,77,1,35,59,13,0,,DAL,[],3.4,2,11,17,2,0,1996-97,,0,62,1,10
NHL,80,0,36,46,7,0,,DAL,[],0.0,0,7,21,0,0,1997-98,,0,131,1,6
NHL,80,0,37,39,8,0,1161,DAL,[],5.1,2,6,5,2,0,1998-99,14:31,0,87,2,4
