assists,year,games_played,points,goals,team,age,pim,plus_minus,league
31,2005-06,47,56,25,Toronto Jr. Canadiens,15,69,0,GTHL
7,2006-07,48,14,7,Barrie Colts,16,37,-1,OHL
19,2007-08,68,32,13,Barrie Colts,17,171,-14,OHL
24,2008-09,57,51,27,Barrie Colts,18,146,6,OHL
1,2008-09,6,2,1,Canada,18,26,3,WJC-A
1,2008-09,2,1,0,South Carolina Stingrays,18,6,0,ECHL
23,2009-10,57,41,18,Barrie Colts,19,125,19,OHL
3,2009-10,6,6,3,Canada,19,8,9,WJC-A
8,2010-11,66,16,8,Peoria Rivermen,20,110,0,AHL
6,2011-12,69,10,4,Peoria Rivermen,21,116,-12,AHL
1,2012-13,33,2,1,Peoria Rivermen,22,43,-1,AHL
5,2012-13,12,7,2,Evansville IceMen,22,36,-3,ECHL
