pim,team,assists,plus_minus,points,league,games_played,year,age,goals
212,St. Albert Saints,48,0,65,AJHL,51,1981-82,18,17
102,Belleville Bulls,27,0,41,OHL,64,1982-83,19,14
90,Belleville Bulls,28,0,45,OHL,45,1983-84,20,17
242,Fredericton Express,7,0,15,AHL,62,1984-85,21,8
168,Fredericton Express,12,0,13,AHL,46,1986-87,23,1
38,Peoria Rivermen,7,0,9,IHL,8,1988-89,25,2
4,Milwaukee Admirals,5,0,5,IHL,5,1989-90,26,0
116,Milwaukee Admirals,21,0,30,IHL,36,1990-91,27,9
119,2 Teams,26,0,47,IHL,57,1991-92,28,21
106,Kansas City Blades,21,0,38,IHL,51,1991-92,28,17
13,Kalamazoo Wings,5,0,9,IHL,6,1991-92,28,4
42,2 Teams,4,0,10,IHL,32,1992-93,29,6
34,Cincinnati Cyclones,3,0,8,IHL,20,1992-93,29,5
8,Kalamazoo Wings,1,0,2,IHL,12,1992-93,29,1
236,Tulsa Oilers,57,0,83,CHL,64,1993-94,30,26
28,Tulsa Oilers,7,0,14,CHL,12,1994-95,31,7
56,Huntsville Channel Cats,13,0,20,SHL,20,1995-96,32,7
95,Tulsa Oilers,59,0,88,CHL,64,1996-97,33,29
109,2 Teams,51,1,71,CHL,56,1997-98,34,20
34,Tulsa Oilers,22,-2,33,CHL,25,1997-98,34,11
75,Wichita Thunder,29,3,38,CHL,31,1997-98,34,9
44,Corpus Christi Ice Rays,30,-1,40,WPHL,53,1998-99,35,10
33,San Antonio Iguanas,5,-14,6,CHL,20,1999-00,36,1
