age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,16.7,1,0,2,NHL,6,0,2006-07,0,6,1,63,0,0,,SJS,1
23,,11.4,3,4,3,NHL,13,0,2007-08,3,44,5,287,2,0,73,SJS,9
24,,0.0,0,1,-3,NHL,6,0,2008-09,0,18,0,116,0,9,39,SJS,1
25,,13.8,4,8,6,NHL,15,0,2009-10,3,65,9,323,0,6,119,SJS,17
26,,8.6,4,5,1,NHL,18,0,2010-11,1,58,5,381,1,10,112,SJS,10
27,,0.0,0,0,-3,NHL,5,0,2011-12,0,13,0,105,0,5,26,SJS,0
28,,11.1,1,8,0,NHL,11,0,2012-13,0,36,4,233,3,0,64,SJS,12
29,,7.4,1,4,-3,NHL,7,0,2013-14,0,27,2,144,1,2,48,SJS,6
31,,18.9,0,9,1,NHL,0,0,2015-16,0,74,0,499,0,4,128,SJS,23
32,,12.5,1,2,-1,NHL,6,0,2016-17,1,16,2,127,1,0,31,SJS,4
