assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Ottawa Mallettes,0,1917-18,1,0,0,17,0,OCHL
0,Ottawa Glebe Collegiate,0,1917-18,1,0,0,17,0,OCJHL
0,Ottawa City Hall,0,1920-21,12,0,0,20,0,OCHL
0,Ottawa St. Brigid\'s,0,1921-22,6,0,6,21,0,OCHL
0,Ottawa Rideaus,2,1924-25,12,2,0,24,0,OCHL
1,Montreal CNR,3,1925-26,7,4,10,25,0,MRTHL
3,Ottawa Rideaus,4,1925-26,6,7,0,25,0,OCHL
4,Stratford Nationals,5,1926-27,31,9,76,26,0,Can-Pro
6,Stratford Nationals,8,1927-28,42,14,61,27,0,Can-Pro
1,Detroit Olympics,0,1929-30,15,1,21,29,0,IHL
3,London Tecumsehs,4,1930-31,27,7,10,30,0,IHL
9,London Tecumsehs,3,1931-32,47,12,53,31,0,IHL
15,London Tecumsehs,9,1932-33,44,24,51,32,0,IHL
1,London Tecumsehs,1,1933-34,15,2,8,33,0,IHL
