age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,SC,0,0,3,0,NHL,0,0,1955-56,0,0,3,,0,12,,MTL,6
23,SC,0,0,1,0,NHL,0,0,1956-57,0,0,0,,0,8,,MTL,1
24,SC,0,0,3,0,NHL,10,0,1957-58,0,0,1,,0,8,,MTL,4
25,SC,0,0,2,0,NHL,11,0,1958-59,0,0,6,,0,2,,MTL,8
26,SC,5.6,0,1,0,NHL,8,0,1959-60,0,18,1,,0,0,,MTL,2
27,,5.6,0,3,2,NHL,6,0,1960-61,0,18,1,,0,4,,MTL,4
28,,8.7,0,2,5,NHL,6,0,1961-62,0,23,2,,0,2,,MTL,4
29,,0.0,0,1,0,NHL,5,0,1962-63,0,18,0,,0,2,,MTL,1
30,,9.5,0,2,4,NHL,7,0,1963-64,0,21,2,,0,22,,MTL,4
31,SC,5.9,0,6,-4,NHL,13,0,1964-65,0,34,2,,0,12,,MTL,8
32,SC,6.9,0,3,0,NHL,10,0,1965-66,0,29,2,,0,2,,MTL,5
33,,8.3,0,1,1,NHL,7,0,1966-67,0,12,1,,0,0,,MTL,2
34,SC,6.9,1,8,3,NHL,13,0,1967-68,1,29,2,,1,10,,MTL,10
35,SC,8.7,2,2,3,NHL,10,0,1968-69,0,23,2,,0,2,,MTL,4
