pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Notre Dame Midget Hounds,35,0,52,SMHL,61,2000-01,15,17
69,Rouyn-Noranda Huskies,14,-11,20,QMJHL,64,2001-02,16,6
131,Rouyn-Noranda Huskies,29,4,43,QMJHL,66,2002-03,17,14
8,Canada,0,3,1,WJ18-A,7,2002-03,17,1
115,Rouyn-Noranda Huskies,35,6,58,QMJHL,65,2003-04,18,23
60,2 Teams,21,-5,35,QMJHL,62,2004-05,19,14
46,Rouyn-Noranda Huskies,10,-4,17,QMJHL,33,2004-05,19,7
14,Shawinigan Cataractes,11,-1,18,QMJHL,29,2004-05,19,7
35,Manitoba Moose,7,1,10,AHL,29,2005-06,20,3
56,Bakersfield Condors,6,1,16,ECHL,24,2005-06,20,10
35,Manitoba Moose,5,3,9,AHL,32,2006-07,21,4
42,Bakersfield Condors,17,10,24,ECHL,16,2006-07,21,7
93,Manitoba Moose,19,13,37,AHL,70,2007-08,22,18
116,Manitoba Moose,21,3,33,AHL,63,2008-09,23,12
20,Manitoba Moose,1,-2,3,AHL,13,2009-10,24,2
28,Manitoba Moose,9,4,15,AHL,26,2010-11,25,6
30,Portland Pirates,12,0,15,AHL,23,2011-12,26,3
90,Portland Pirates,27,2,51,AHL,56,2012-13,27,24
6,Team Canada,0,-1,1,Spengler Cup,4,2013-14,28,1
82,Chicago Wolves,19,8,37,AHL,59,2013-14,28,18
106,Portland Pirates,29,14,52,AHL,62,2014-15,29,23
