game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,0,0,0,26,12,1924-25,0,0,10,0,,NHL,0,0,23,33,[],22,0,,TRS
0,0,0,0,0,2,1925-26,0,0,14,0,,NHL,0,0,24,26,[],16,0,,TRS
0,0,0,0,44,5,1926-27,0,0,11,0,,NHL,0,0,25,50,[],16,0,,TOR
0,0,0,0,22,8,1927-28,0,0,9,0,,NHL,0,0,26,48,[],17,0,,TOR
0,0,0,0,0,6,1928-29,0,0,6,0,,NHL,0,0,27,84,[],12,0,,TOR
0,0,0,0,43,14,1929-30,0,0,7,0,,NHL,0,0,28,77,[],21,0,,TOR
0,0,0,0,0,13,1930-31,0,0,1,0,,NHL,0,0,29,56,[],14,0,,TOR
0,0,0,0,47,8,1931-32,0,0,7,0,,NHL,0,0,30,33,[],15,0,,TOR
0,0,0,0,47,14,1932-33,0,0,6,0,,NHL,0,0,31,46,[],20,0,,TOR
0,0,0,0,0,10,1933-34,0,0,9,0,,NHL,0,0,32,35,[],19,0,,TOR
0,0,0,0,45,4,1934-35,0,0,2,0,,NHL,0,0,33,38,[],6,0,,TOR
0,0,0,0,44,13,1935-36,0,0,1,0,,NHL,0,0,34,41,[],14,0,,TOR
0,0,0,0,48,4,1936-37,0,0,3,0,,NHL,0,0,35,20,[],7,0,,TOR
0,0,0,0,43,3,1937-38,0,0,0,0,,NHL,0,0,36,14,[],3,0,,NYA
