game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
0,0,0,0,0,23,,0,0,1924-25,0,0,0,0,TRS,,0,,NHL
0,0,0,0,0,27,,4,0,1928-29,1,0,1,0,TOR,,4,,NHL
0,0,0,0,0,29,,2,3,1930-31,3,0,0,0,TOR,,7,,NHL
0,0,0,0,0,30,,0,3,1931-32,6,0,3,0,TOR,SC,6,,NHL
0,0,0,0,0,31,,0,1,1932-33,1,0,0,0,TOR,,0,,NHL
0,0,0,0,0,32,,5,0,1933-34,0,0,0,0,TOR,,6,,NHL
0,0,0,0,0,33,,0,0,1934-35,0,0,0,0,TOR,,4,,NHL
0,0,0,0,0,34,,0,0,1935-36,0,0,0,0,TOR,,8,,NHL
0,0,0,0,0,35,,2,0,1936-37,0,0,0,0,TOR,,0,,NHL
0,0,0,0,0,36,,6,0,1937-38,0,0,0,0,NYA,,0,,NHL
