average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,23,0,2,0,0,0,0,0,0,1959-60,MTL,0,0,[],0,,3
,8,0,0,NHL,24,0,145,0,0,0,0,0,0,1960-61,CBH,4,4,[],0,,66
,16,0,0,NHL,25,0,71,0,0,0,0,0,0,1961-62,CBH,7,9,[],0,,0
,14,0,0,NHL,26,0,99,0,0,0,0,0,0,1962-63,CBH,7,7,[],0,,64
,9,1,0,NHL,27,0,140,0,0,3,0,0,0,1963-64,CBH,3,6,[],0,,61
,41,4,2,NHL,28,0,136,0,0,15,1,0,0,1964-65,BOS,18,23,[],0,,67
,34,3,0,NHL,29,0,0,0,0,10,4,0,0,1965-66,TOT,14,20,[],0,,69
,10,1,0,NHL,29,0,42,0,0,4,0,0,0,1965-66,BOS,4,6,[],0,,34
,24,2,0,NHL,29,0,124,0,0,6,4,0,0,1965-66,NYR,10,14,[],0,,35
,31,1,0,NHL,30,0,146,0,0,13,2,0,0,1966-67,NYR,15,16,[],0,,61
,24,0,1,NHL,31,7,132,1,143,16,0,0,0,1967-68,NYR,17,7,[],11.9,,73
,20,1,0,NHL,32,11,138,-13,117,6,2,0,1,1968-69,NYR,8,12,[],6.8,,72
,27,1,0,NHL,33,14,134,-4,129,7,2,1,3,1969-70,PHI,9,18,[],7.0,,65
,16,0,0,NHL,34,7,159,-8,54,6,0,1,2,1970-71,BUF,6,10,[],11.1,,78
,68,2,1,WHA,36,0,93,0,0,15,7,0,0,1972-73,CHC,23,45,[],0,,75
,14,2,0,WHA,37,0,49,0,0,1,1,0,0,1973-74,CHC,2,12,[],0,,45
