power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,5,2,0,NHL,1988-89,18,2,STL,,0,4,-2,0,4,,,50.0,2
1,12,13,0,NHL,1989-90,19,5,STL,,8,6,0,0,29,,,17.2,4
1,13,7,0,NHL,1990-91,20,2,STL,,5,10,0,0,24,,,8.3,1
2,15,15,1,NHL,1994-95,24,6,PHI,,9,8,5,1,28,,,21.4,3
1,12,7,0,NHL,1995-96,25,2,PHI,,5,6,-2,0,34,,,5.9,1
4,19,21,1,NHL,1996-97,26,0,PHI,,8,10,9,2,65,,,20.0,7
0,5,4,0,NHL,1997-98,27,2,PHI,,2,7,2,0,15,,,13.3,2
0,6,4,0,NHL,1998-99,28,1,PHI,151,3,0,1,0,19,,,5.3,1
0,6,4,1,NHL,2000-01,30,1,CAR,141,3,6,-7,0,7,,,14.3,1
2,0,12,1,NHL,2001-02,31,4,CAR,572,8,16,-3,1,48,,,8.3,1
6,0,18,4,NHL,2005-06,35,12,CAR,596,6,16,9,0,75,,SC,16.0,6
0,18,4,0,NHL,2008-09,38,1,CAR,277,3,8,-5,0,29,41,,3.4,1
