giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,11,0,23,0,0,8,3,0,0,132,PIT,0,0,[],12.5,1,2,-1,1,0,0,2001-02,0,12:03,0,9,0,2
0,NHL,8,0,24,0,0,6,1,0,1,36,PIT,0,0,[],0.0,0,1,-4,0,0,0,2002-03,0,4:33,0,0,0,0
0,NHL,60,1,25,0,0,101,22,0,3,866,PIT,0,0,[],8.9,6,13,-14,9,0,1,2003-04,0,14:26,2,67,0,10
0,NHL,76,1,27,0,0,74,22,0,0,983,LAK,0,0,[],10.8,8,14,-8,8,0,0,2005-06,0,12:56,0,100,1,13
0,NHL,76,0,28,0,0,90,22,0,0,879,LAK,0,0,[],7.8,7,15,-2,7,0,0,2006-07,0,11:34,0,73,1,14
16,NHL,67,1,29,20,151,98,13,128,0,755,MTL,11,28.6,[],7.1,4,6,-3,7,8,3,2007-08,34,11:16,0,113,0,6
27,NHL,78,0,30,11,202,121,22,167,0,1103,MTL,29,31.3,[],6.6,7,14,-1,8,5,1,2008-09,42,14:09,0,106,1,13
8,NHL,82,0,31,11,184,103,21,154,0,1027,CAR,21,47.6,[],7.8,6,13,4,8,10,2,2009-10,50,12:31,0,106,1,12
18,NHL,76,0,32,49,147,79,18,119,1,938,TOT,28,26.9,[],10.1,6,10,-4,8,18,0,2010-11,40,12:20,2,74,0,9
3,NHL,17,0,32,10,23,13,4,34,0,192,CAR,5,28.6,[],7.7,1,3,-1,1,4,0,2010-11,12,11:17,0,30,0,3
15,NHL,59,0,32,39,124,66,14,85,1,746,CGY,23,26.4,[],10.6,5,7,-3,7,14,0,2010-11,28,12:38,2,44,0,6
23,NHL,81,1,33,59,147,91,12,124,0,998,CGY,29,29.8,[],4.4,2,8,-15,4,25,1,2011-12,48,12:19,1,57,0,8
1,NHL,15,0,34,2,22,13,1,23,0,136,NJD,2,60.0,[],7.7,1,0,0,1,3,0,2012-13,3,9:06,0,18,0,0
