pim,team,assists,plus_minus,points,league,games_played,year,age,goals
119,Ottawa Jr. Senators,11,0,19,ON-Jr.A,50,1999-00,16,8
120,Oshawa Generals,6,0,10,OHL,61,2000-01,17,4
4,Canada,1,0,2,U-18,5,2000-01,17,1
255,Oshawa Generals,23,-16,37,OHL,63,2001-02,18,14
45,Canada,3,-3,4,WJ18-A,8,2001-02,18,1
216,Oshawa Generals,24,3,40,OHL,58,2002-03,19,16
204,Oshawa Generals,27,-3,52,OHL,61,2003-04,20,25
0,Philadelphia Phantoms,0,0,0,AHL,5,2003-04,20,0
232,Philadelphia Phantoms,10,12,17,AHL,66,2004-05,21,7
256,Philadelphia Phantoms,12,-6,18,AHL,49,2005-06,22,6
21,Philadelphia Phantoms,0,1,0,AHL,3,2006-07,23,0
13,Oklahoma City Barons,2,-4,2,AHL,9,2012-13,29,0
136,Oklahoma City Barons,2,-7,8,AHL,44,2013-14,30,6
2,CSKA Moskva,0,-1,0,KHL,5,2014-15,31,0
86,Chicago Wolves,2,-7,2,AHL,26,2014-15,31,0
