bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,0,[],0,4.38,0,120,NHL,0,24,0,107,0,0,0,0,13,.892,1991-92,SJS,3,0.7,0,0,0,3,178
0,0,[],0,5.00,0,46,NHL,0,25,0,41,0,0,0,0,5,.891,1992-93,SJS,1,0.3,0,0,0,1,60
0,1,[],1,3.10,1.24,455,NHL,0,27,0,411,0,0,0,97,44,.903,1994-95,SJS,6,2.6,1,1,5,18,852
0,0,[],0,4.85,-22.01,689,NHL,0,28,0,597,0,0,0,131,92,.866,1995-96,SJS,12,1.7,0,1,3,24,1137
0,0,[],0,5.18,0,202,NHL,0,29,0,171,0,0,0,0,31,.847,1996-97,SJS,4,-0.1,0,0,2,7,359
0,3,[],1,1.99,0,309,NHL,0,30,0,286,0,0,0,0,23,.926,1997-98,NYI,4,2.5,1,3,4,16,694
0,0,[],0,3.03,-7.72,491,NHL,0,31,0,438,4,0,0,117,53,.892,1998-99,NYI,11,2.0,0,2,5,20,1048
0,0,[],0,2.31,0,81,NHL,0,32,0,74,0,0,0,0,7,.914,1999-00,NYI,1,0.6,0,1,0,4,182
0,1,[],0,3.38,-13.21,525,NHL,0,33,0,461,2,0,0,126,64,.878,2000-01,TOT,12,1.8,0,0,6,22,1135
0,1,[],0,3.30,-10.53,470,NHL,0,33,0,414,2,0,0,123,56,.881,2000-01,NYI,10,1.7,0,0,6,20,1017
0,0,[],0,4.07,0,55,NHL,0,33,0,47,0,0,0,0,8,.855,2000-01,TBL,2,0.0,0,0,0,2,118
0,0,[],0,2.94,0,148,NHL,0,34,0,136,0,0,0,0,12,.919,2001-02,FLA,1,1.1,0,1,2,4,245
0,0,[],1,4.71,0,27,NHL,0,35,0,23,0,0,0,0,4,.852,2002-03,NSH,1,0.0,1,0,0,1,51
