shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0.0,1985-86,4,0,,0,5,0,0,-7,0,DET,0,19,0,NHL,0,,6,0,[],0
10.0,1987-88,10,1,,0,10,0,1,0,1,DET,1,21,0,NHL,0,,11,2,[],0
5.3,1988-89,67,11,,0,38,0,2,17,11,DET,2,22,0,NHL,0,,57,13,[],0
3.4,1989-90,127,9,,0,59,0,2,-5,9,DET,2,23,0,NHL,0,,73,11,[],0
2.4,1990-91,84,6,,0,42,0,1,-5,6,TOT,1,24,0,NHL,0,,41,7,[],0
0.0,1990-91,43,4,,0,21,0,0,-2,4,DET,0,24,0,NHL,0,,22,4,[],0
4.8,1990-91,41,2,,0,21,0,1,-3,2,HAR,1,24,0,NHL,0,,19,3,[],0
7.5,1991-92,125,6,,0,40,0,2,-2,6,HAR,3,25,1,NHL,0,,56,9,[],1
4.7,1992-93,167,6,,0,43,0,2,-19,6,HAR,2,26,0,NHL,0,,60,8,[],0
6.3,1993-94,188,6,,0,32,0,2,-19,6,TOT,2,27,0,NHL,0,,61,8,[],0
0.0,1993-94,23,0,,0,1,0,0,-4,0,HAR,0,27,0,NHL,0,,7,0,[],0
6.5,1993-94,165,6,,0,31,0,2,-15,6,LAK,2,27,0,NHL,0,,54,8,[],0
4.8,1994-95,68,1,,1,21,0,1,1,2,BUF,1,28,0,NHL,0,,28,3,[],0
4.8,1995-96,52,3,,0,21,0,1,3,3,BUF,1,29,0,NHL,0,,38,4,[],0
6.9,1996-97,99,6,,0,29,2,2,1,8,NYI,2,30,0,NHL,0,,70,10,[],0
8.3,1997-98,99,3,,0,24,1,1,-11,4,TOT,2,31,0,NHL,1,,55,6,[],0
6.7,1997-98,47,1,,0,15,1,1,-6,2,NYI,1,31,0,NHL,0,,31,3,[],0
11.1,1997-98,52,2,,0,9,0,0,-5,2,MDA,1,31,0,NHL,1,,24,3,[],0
0.0,1998-99,0,1,21,0,1,0,0,-2,1,DET,0,32,0,NHL,0,6:51,3,1,[],0
0,1999-00,12,0,9,0,0,0,0,0,0,BUF,0,33,0,NHL,0,9:10,1,0,[],0
0.0,2002-03,2,0,13,0,1,0,0,-2,0,BUF,0,36,0,NHL,0,12:39,1,0,[],0
