assists,team,goals,year,games_played,points,pim,age,plus_minus,league
3,Calgary Wranglers,1,1982-83,16,4,44,16,0,WHL
0,Calgary Wranglers,0,1983-84,4,0,7,17,0,WHL
4,Calgary Wranglers,3,1984-85,8,7,29,18,0,WHL
2,Kalamazoo Wings,0,1984-85,7,2,10,18,0,IHL
19,Medicine Hat Tigers,4,1985-86,25,23,64,19,0,WHL
8,Adirondack Red Wings,1,1986-87,11,9,50,20,0,AHL
3,Adirondack Red Wings,0,1987-88,11,3,44,21,0,AHL
5,Rochester Americans,3,1995-96,19,8,30,29,0,AHL
1,Adirondack Red Wings,0,1998-99,3,1,4,32,0,AHL
8,Rochester Americans,1,1999-00,21,9,39,33,0,AHL
0,Rochester Americans,0,2000-01,4,0,4,34,0,AHL
0,Rochester Americans,0,2001-02,2,0,4,35,0,AHL
2,Rochester Americans,0,2002-03,3,2,22,36,4,AHL
