assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Calgary Wranglers,0,1981-82,3,0,2,15,0,WHL
23,Calgary Wranglers,5,1982-83,71,28,99,16,0,WHL
30,Calgary Wranglers,6,1983-84,69,36,195,17,0,WHL
54,Calgary Wranglers,20,1984-85,65,74,182,18,0,WHL
33,2 Teams,13,1985-86,51,46,140,19,0,WHL
10,Calgary Wranglers,4,1985-86,16,14,60,19,0,WHL
23,Medicine Hat Tigers,9,1985-86,35,32,80,19,0,WHL
23,Adirondack Red Wings,6,1986-87,77,29,142,20,0,AHL
32,Adirondack Red Wings,10,1987-88,71,42,169,21,0,AHL
3,Adirondack Red Wings,0,1988-89,7,3,8,22,0,AHL
17,Adirondack Red Wings,9,1990-91,38,26,67,24,0,AHL
6,Rochester Americans,1,1995-96,21,7,41,29,0,AHL
0,Utah Grizzlies,0,1996-97,3,0,7,30,0,IHL
21,Adirondack Red Wings,7,1998-99,73,28,122,32,-13,AHL
17,Rochester Americans,7,1999-00,79,24,175,33,14,AHL
20,Rochester Americans,6,2000-01,43,26,106,34,11,AHL
22,Rochester Americans,6,2001-02,64,28,170,35,9,AHL
22,Rochester Americans,3,2002-03,77,25,191,36,17,AHL
