year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1973-74,17,2,2,0,0,OHA-Jr.,7,Ottawa 67\'s,2
1974-75,18,0,0,0,0,OMJHL,7,Ottawa 67\'s,0
1975-76,19,3,6,9,0,OMJHL,12,Ottawa 67\'s,12
1979-80,23,1,0,2,0,AHL,9,Maine Mariners,3
