year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2002-03,16,8,32,10,-11,WHL,57,Lethbridge Hurricanes,18
2003-04,17,16,85,33,-5,WHL,68,Lethbridge Hurricanes,49
2003-04,17,0,4,2,1,WJ18-A,7,Canada,2
2004-05,18,22,68,30,15,WHL,68,Lethbridge Hurricanes,52
2005-06,19,2,13,4,3,AHL,13,Providence Bruins,6
2005-06,19,16,127,32,-6,WHL,71,2 Teams,48
2005-06,19,6,24,6,3,WHL,14,Kamloops Blazers,12
2005-06,19,10,103,26,-9,WHL,57,Red Deer Rebels,36
2006-07,20,26,39,46,15,AHL,70,2 Teams,72
2006-07,20,22,19,27,15,AHL,43,Providence Bruins,49
2006-07,20,4,20,19,0,AHL,27,Norfolk Admirals,23
2007-08,21,18,174,31,6,AHL,56,Rockford IceHogs,49
2009-10,23,0,0,0,-1,Victoria Cup,1,Chicago Blackhawks,0
