bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
0,MMMHL,21,Brandon Kings,1217,17,0,0,0,69,0,0,0,0,0,0,0,0,0,0,1998-99,0,3.40,0,0
0,WHL,14,Brandon Wheat Kings,687,18,6,0,0,43,0,0,0,0,5,0,0,0,0,0,1999-00,0,3.76,0,0
0,WHL,27,Brandon Wheat Kings,1537,19,10,0,0,76,0,0,2,0,12,0,0,0,0,0,2000-01,0,2.97,0,0
0,WHL,55,Brandon Wheat Kings,3276,20,18,0,0,151,0,0,2,1,33,0,0,0,0,0,2001-02,0,2.77,0,0
0,WHL,51,Brandon Wheat Kings,3027,21,14,0,0,136,0,0,5,2,31,0,0,0,0,0,2002-03,0,2.70,0,0
0,AHL,10,Manitoba Moose,514,22,3,0,0,25,0,0,2,0,4,0,0,0,0,.913,2003-04,289,2.92,0,264
0,ECHL,19,Columbia Inferno,1088,22,5,0,0,47,0,0,2,0,11,0,0,0,0,.909,2003-04,516,2.59,0,469
0,AHL,1,Manitoba Moose,62,23,1,0,0,3,0,0,0,0,0,0,0,0,0,.933,2004-05,45,2.90,0,42
0,ECHL,34,Columbia Inferno,2004,23,14,0,2,79,0,0,5,3,14,2,0,0,0,.920,2004-05,985,2.37,4,906
0,AHL,6,Manitoba Moose,337,24,3,0,1,17,0,0,0,0,3,1,0,0,0,.901,2005-06,172,3.03,2,155
0,ECHL,33,Victoria Salmon Kings,1741,24,14,0,0,95,0,0,2,1,13,0,0,0,0,.902,2005-06,967,3.27,13,872
0,ECHL,59,Utah Grizzlies,3310,25,28,0,0,205,0,0,7,1,19,0,0,0,0,.896,2006-07,1978,3.72,6,1773
0,CHL,17,Arizona Sundogs,966,26,4,0,0,59,0,0,2,0,11,0,0,0,0,0,2007-08,0,3.66,0,0
0,ECHL,1,Elmira Jackals,60,27,0,0,0,2,0,0,0,0,1,0,0,0,0,.917,2008-09,24,2.00,0,22
