age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,5.6,1,4,3,NHL,7,0,1991-92,1,18,1,,0,2,,BUF,5
21,,12.5,1,1,0,NHL,8,0,1992-93,1,8,1,,0,14,,BUF,2
22,,0.0,0,2,2,NHL,7,0,1993-94,0,11,0,,0,9,,BUF,2
23,,0.0,0,0,0,NHL,4,0,1994-95,0,4,0,,0,2,,BUF,0
25,,14.3,1,1,-2,NHL,10,0,1996-97,0,7,1,,0,32,,BUF,2
30,,0.0,0,0,0,NHL,5,0,2001-02,0,5,0,52,0,0,,PHX,0
31,,0.0,0,0,-5,NHL,14,0,2002-03,0,10,0,104,0,15,,VAN,0
32,,16.7,1,0,-3,NHL,6,0,2003-04,0,6,1,43,0,6,,VAN,1
34,,0.0,0,0,-3,NHL,3,0,2005-06,0,5,0,28,0,0,,COL,0
35,SC,0.0,0,1,-1,NHL,18,0,2006-07,0,14,0,132,0,28,,ANA,1
36,,0.0,0,0,1,NHL,6,0,2007-08,0,6,0,42,0,4,7,ANA,0
