giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,69,3,20,0,0,82,17,0,0,,BUF,0,0,[],13.4,10,6,-12,11,0,0,1991-92,0,,1,309,0,6
0,NHL,82,1,21,0,0,114,26,0,1,,BUF,0,0,[],11.4,13,13,3,13,0,0,1992-93,0,,0,242,0,12
0,NHL,84,3,22,0,0,166,45,0,9,,BUF,0,0,[],10.8,15,27,-6,18,0,0,1993-94,0,,3,171,0,18
0,NHL,33,0,23,0,0,42,6,0,0,,BUF,0,0,[],7.1,2,3,5,3,0,0,1994-95,0,,1,87,0,3
0,NHL,79,4,24,0,0,168,44,0,5,,BUF,0,0,[],8.9,12,29,6,15,0,0,1995-96,0,,3,295,0,24
0,NHL,42,1,25,0,0,75,7,0,2,,BUF,0,0,[],4.0,2,4,-8,3,0,0,1996-97,0,,1,106,0,2
0,NHL,63,2,26,0,0,97,23,0,1,,TOT,0,0,[],13.4,9,10,2,13,0,0,1997-98,0,,4,154,0,9
0,NHL,36,0,26,0,0,41,11,0,0,,BUF,0,0,[],9.8,4,7,2,4,0,0,1997-98,0,,0,113,0,7
0,NHL,27,2,26,0,0,56,12,0,1,,VAN,0,0,[],16.1,5,3,0,9,0,0,1997-98,0,,4,41,0,2
0,NHL,66,1,27,0,0,91,17,0,4,862,VAN,0,0,[],6.6,5,11,-14,6,0,0,1998-99,0,13:04,1,102,1,6
0,NHL,59,3,28,0,0,66,16,0,0,613,VAN,0,0,[],13.6,9,7,-2,9,0,0,1999-00,0,10:24,0,90,0,7
0,NHL,62,0,29,0,0,83,25,0,0,693,PHX,0,0,[],13.3,11,14,10,11,0,0,2000-01,0,11:11,0,107,0,14
0,NHL,72,3,30,0,0,105,22,0,1,869,PHX,0,0,[],9.5,9,12,11,10,0,0,2001-02,0,12:04,1,95,0,11
0,NHL,23,0,31,0,0,25,7,0,0,222,TOT,0,0,[],12.0,3,4,4,3,0,0,2002-03,0,9:40,0,42,0,4
0,NHL,20,0,31,0,0,24,7,0,0,199,PHX,0,0,[],12.5,3,4,3,3,0,0,2002-03,0,9:56,0,32,0,4
0,NHL,3,0,31,0,0,1,0,0,0,23,VAN,0,0,[],0.0,0,0,1,0,0,0,2002-03,0,7:48,0,10,0,0
0,NHL,70,0,32,0,0,75,11,0,1,625,VAN,0,0,[],6.7,5,6,-2,5,0,0,2003-04,0,8:56,0,137,0,5
0,NHL,54,0,34,0,0,55,6,0,0,453,COL,0,0,[],5.5,3,3,-14,3,0,0,2005-06,0,8:23,0,82,0,3
0,NHL,24,0,35,0,0,22,4,0,0,236,TOT,0,0,[],0.0,0,4,-1,0,0,0,2006-07,0,9:50,0,21,0,4
0,NHL,10,0,35,0,0,11,3,0,0,115,COL,0,0,[],0.0,0,3,0,0,0,0,2006-07,0,11:28,0,8,0,3
0,NHL,14,0,35,0,0,11,1,0,0,121,ANA,0,0,[],0.0,0,1,-1,0,0,0,2006-07,0,8:39,0,13,0,1
7,NHL,61,2,36,3,60,34,4,39,0,404,ANA,5,0.0,[],8.8,3,1,2,3,0,0,2007-08,3,6:37,0,53,0,1
9,NHL,58,0,37,3,62,32,7,53,0,421,TOT,13,25.0,[],3.1,1,6,0,1,1,0,2008-09,6,7:16,0,89,0,6
2,NHL,20,0,37,2,13,5,5,19,0,127,ANA,3,33.3,[],0.0,0,5,5,0,1,0,2008-09,1,6:22,0,28,0,5
7,NHL,38,0,37,1,49,27,2,34,0,294,TOR,10,0.0,[],3.7,1,1,-5,1,0,0,2008-09,5,7:44,0,61,0,1
7,NHL,40,0,38,1,43,26,1,58,0,279,DET,3,0.0,[],0.0,0,1,-5,0,0,0,2009-10,4,6:58,0,66,0,1
