year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1994-95,15,22,96,56,0,Minor-BC,43,Victoria Legion,78
1995-96,16,0,15,1,0,WHL,32,Seattle Thunderbirds,1
1996-97,17,15,94,19,0,WHL,66,Seattle Thunderbirds,34
1997-98,18,11,78,36,22,WHL,66,Seattle Thunderbirds,47
1998-99,19,10,78,32,2,WHL,59,Seattle Thunderbirds,42
1999-00,20,12,50,12,-11,AHL,56,Worcester IceCats,24
2000-01,21,15,36,8,0,AHL,55,Worcester IceCats,23
2001-02,22,23,89,43,-4,AHL,71,Worcester IceCats,66
2002-03,23,5,50,17,-6,AHL,44,Worcester IceCats,22
2003-04,24,8,52,24,1,AHL,44,Worcester IceCats,32
2004-05,25,4,34,8,0,Swiss,26,Kloten Flyers,12
2005-06,26,8,130,11,0,Germany,52,Nurnberg Ice Tigers,19
2006-07,27,22,78,32,0,Germany,46,Sinupret Ice Tigers Nurnberg,54
2007-08,28,1,32,7,4,AHL,16,Hershey Bears,8
2007-08,28,4,30,5,0,Russia,22,CSKA Moscow,9
2008-09,29,10,86,13,0,KHL,44,HK MVD Moscow Region,23
2009-10,30,9,52,17,0,Germany,46,Adler Mannheim,26
