goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,2000-01,0,9,0,0,0,0,0,0,HC Davos,0,0,0,0.00,18,Swiss,0,0,1,0,0,0
0,0,0,2001-02,0,0,0,0,0,0,0,0,Davos,0,0,0,0,19,Swiss-A,0,0,0,0,0,0
0,0,0,2002-03,0,0,0,0,0,0,0,0,Davos,0,0,0,0,20,Swiss-A,0,0,0,0,0,0
0,0,0,2003-04,64,1161,0,0,0,0,0,0,Lausanne HC,1,0,0,3.31,21,Swiss,0,0,21,0,0,0
0,0,0,2003-04,4,60,0,0,0,0,0,0,HC La Chaux-de-Fonds,0,0,0,4.00,21,Swiss-2,0,0,1,0,0,1
0,0,0,2003-04,0,0,0,0,0,0,0,0,Lausanne,0,0,0,0,21,Swiss-A,0,0,0,0,0,0
0,0,0,2003-04,0,0,0,0,0,0,0,0,Chaux-de-Fonds,0,0,0,0,21,Swiss-B,0,0,0,0,0,0
0,0,0,2004-05,95,2519,4,0,0,0,0,0,HC Davos,8,0,0,2.26,22,Swiss,0,0,43,0,26,12
0,0,0,2004-05,0,0,0,0,0,0,0,0,Davos,0,0,0,0,22,Swiss-A,0,0,0,0,0,0
0,0,0,2005-06,110,2676,5,2,0,0,0,0,HC Davos,3,0,0,2.47,23,Swiss,0,0,44,0,23,16
0,0,0,2005-06,0,0,0,2,0,0,0,0,Davos,0,0,0,0,23,Swiss-A,0,0,0,0,0,0
0,0,0,2006-07,115,2656,0,0,0,0,0,0,HC Davos,3,0,0,2.60,24,Swiss,0,0,44,0,28,16
0,0,0,2006-07,0,0,0,2,0,0,0,0,Davos,0,0,0,0,24,Swiss-A,0,0,0,0,0,0
0,0,0,2007-08,13,370,1,0,0,171,184,0,Portland Pirates,0,0,0,2.11,25,AHL,.929,0,6,0,3,2
0,0,0,2007-08,7,151,0,0,0,0,0,0,Switzerland,0,0,0,2.78,25,WC-A,0,0,3,0,0,0
0,0,0,2009-10,13,316,0,0,0,146,159,0,Switzerland,0,0,0,2.47,27,Olympics,.918,0,5,0,2,3
0,0,0,2013-14,0,0,0,0,0,0,0,0,Switzerland (all),0,0,0,0,31,Internationa,0,0,0,0,0,0
0,0,0,2013-14,0,0,0,0,0,0,0,0,Switzerland,0,0,0,0,31,Olympics,0,0,0,0,0,0
