goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,won,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
67,14.50,1,2008-09,30,,807,0,0,10,494,524,0,ANA,0,0,13,2.23,26,NHL,0,.769,13,0,7,6
107,-1.17,1,2012-13,18,,439,0,0,4,200,218,1,ANA,1,0,7,2.46,30,NHL,.917,.571,7,1,3,4
0,0,0,2013-14,8,,219,0,0,1,77,85,0,ANA,0,0,2,2.19,31,NHL,.906,.500,6,0,2,2
103,-0.39,2,2014-15,14,,322,0,0,4,159,173,0,CGY,0,0,7,2.61,32,NHL,.919,.571,7,0,3,3
